#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","29FS20","SAMN12859885","PRJNA574548","GCA_013394285.1","Complete",4.13325,39.116,"chromosome:NZ_CP044519.1/CP044519.1; plasmid p29FS20-1:NZ_CP044520.1/CP044520.1; plasmid p29FS20-2:NZ_CP044521.1/CP044521.1",,3,3801,"2020-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/285/GCA_013394285.1_ASM1339428v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/285/GCF_013394285.1_ASM1339428v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AbPK1","SAMN07945345","PRJNA416212","GCA_002753915.1","Complete",4.14734,38.9862,"chromosome:NZ_CP024576.1/CP024576.1; plasmid pAbPK1a:NZ_CP024577.1/CP024577.1; plasmid pAbPK1b:NZ_CP024578.1/CP024578.1",,3,3845,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/915/GCA_002753915.1_ASM275391v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/915/GCF_002753915.1_ASM275391v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB7036","SAMN14410111","PRJNA613590","GCA_012935145.1","Complete",4.06297,39.0949,"chromosome:NZ_CP050523.1/CP050523.1; plasmid pVB7036_1:NZ_CP050524.1/CP050524.1; plasmid pVB7036_2:NZ_CP050525.1/CP050525.1",,3,3759,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/145/GCA_012935145.1_ASM1293514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/145/GCF_012935145.1_ASM1293514v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG31986","SAMN10261613","PRJNA497581","GCA_003948085.2","Complete",4.10492,39.2027,"chromosome:NZ_CP039341.1/CP039341.1; plasmid pTG31986:NZ_CP039342.1/CP039342.1",,2,3758,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/948/085/GCA_003948085.2_ASM394808v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/948/085/GCF_003948085.2_ASM394808v2"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC13421","SAMEA3146530","PRJEB6403","GCA_900478145.1","Complete",4.04416,39.2,"chromosome 1:NZ_LS483472.1/LS483472.1",,1,3733,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/145/GCA_900478145.1_34555_D01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/145/GCF_900478145.1_34555_D01"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","TG31302","SAMN10261535","PRJNA497581","GCA_003949115.2","Complete",4.09936,39.2027,"chromosome:NZ_CP039343.1/CP039343.1; plasmid pTG31302:NZ_CP039344.1/CP039344.1",,2,3752,"2019-04-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/949/115/GCA_003949115.2_ASM394911v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/949/115/GCF_003949115.2_ASM394911v2"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BAL062","SAMEA2439285","PRJEB14024","GCA_900088705.1","Complete",4.05077,39.0925,"chromosome 1:NZ_LT594095.1/LT594095.1; plasmid 2:NZ_LT594096.1/LT594096.1",,2,3785,"2016-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/705/GCA_900088705.1_26872B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/088/705/GCF_900088705.1_26872B01"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN093709","SAMN12413929","PRJNA300270","GCA_014705785.1","Complete",4.15159,39.2641,"chromosome:NZ_CP061517.1/CP061517.1; plasmid pCFSAN093709:NZ_CP061518.1/CP061518.1",,2,3870,"2020-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/785/GCA_014705785.1_ASM1470578v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/785/GCF_014705785.1_ASM1470578v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0088","SAMN04014929","PRJNA292904","GCA_003006035.1","Complete",4.2283,39.0506,"chromosome:NZ_CP027530.1/CP027530.1; plasmid unnamed1:NZ_CP027531.1/CP027531.1; plasmid unnamed2:NZ_CP027532.1/CP027532.1",,3,3872,"2018-03-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/035/GCA_003006035.1_ASM300603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/035/GCF_003006035.1_ASM300603v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1036","SAMN16357205","PRJNA231221","GCA_016127515.1","Complete",4.05039,39.1863,"chromosome:NZ_CP066016.1/CP066016.1; plasmid unnamed:NZ_CP066017.1/CP066017.1",,2,3739,"2020-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/515/GCA_016127515.1_ASM1612751v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/515/GCF_016127515.1_ASM1612751v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A85","SAMN07125723","PRJNA269083","GCA_002210065.1","Complete",4.14461,39.1765,"chromosome:NZ_CP021782.1/CP021782.1; plasmid pA85-1:NZ_CP021783.1/CP021783.1; plasmid pA85-1a:NZ_CP021784.1/CP021784.1; plasmid pA85-1b:NZ_CP021785.1/CP021785.1; plasmid pA85-2:NZ_CP021786.1/CP021786.1; plasmid pA85-3:NZ_CP021787.1/CP021787.1",,6,3874,"2017-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/210/065/GCA_002210065.1_ASM221006v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/210/065/GCF_002210065.1_ASM221006v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KSK1","SAMN18396008","PRJNA716155","GCA_017639875.1","Complete",4.35764,38.9134,"chromosome:NZ_CP072122.1/CP072122.1; plasmid p1KSK1:NZ_CP072123.1/CP072123.1; plasmid p2KSK1:NZ_CP072124.1/CP072124.1; plasmid p3KSK1:NZ_CP072125.1/CP072125.1; plasmid p4KSK1:NZ_CP072126.1/CP072126.1",,5,4044,"2021-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/875/GCA_017639875.1_ASM1763987v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/875/GCF_017639875.1_ASM1763987v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","DT-Ab022","SAMN14308866","PRJNA612123","GCA_012272735.1","Complete",4.22951,39.1588,"chromosome:NZ_CP050907.1/CP050907.1; plasmid unnamed1:NZ_CP050908.1/CP050908.1; plasmid unnamed2:NZ_CP050909.1/CP050909.1; plasmid unnamed3:NZ_CP050910.1/CP050910.1",,4,3956,"2020-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/272/735/GCA_012272735.1_ASM1227273v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/735/GCF_012272735.1_ASM1227273v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN093708","SAMN12391536","PRJNA300270","GCA_014705885.1","Complete",4.14816,39.2642,"chromosome:NZ_CP061519.1/CP061519.1; plasmid pCFSAN093708:NZ_CP061520.1/CP061520.1",,2,3872,"2020-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/885/GCA_014705885.1_ASM1470588v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/885/GCF_014705885.1_ASM1470588v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2018HBAB1","SAMN15538698","PRJNA646312","GCA_017098225.1","Complete",4.03563,39.1,"chromosome:NZ_CP059356.1/CP059356.1",,1,3718,"2021-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/098/225/GCA_017098225.1_ASM1709822v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/098/225/GCF_017098225.1_ASM1709822v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2014LNAB1","SAMN15538702","PRJNA646312","GCA_017096425.1","Complete",4.03147,39.1,"chromosome:NZ_CP059352.1/CP059352.1",,1,3565,"2021-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/096/425/GCA_017096425.1_ASM1709642v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/096/425/GCF_017096425.1_ASM1709642v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB35575","SAMN11571817","PRJNA541079","GCA_005280715.1","Complete",4.04261,39.0881,"chromosome:NZ_CP040087.1/CP040087.1; plasmid unnamed1:NZ_CP040088.1/CP040088.1",,2,3667,"2019-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/280/715/GCA_005280715.1_ASM528071v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/715/GCF_005280715.1_ASM528071v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CFSAN093705","SAMN12391537","PRJNA300270","GCA_014705825.1","Complete",4.0458,39.1964,"chromosome:NZ_CP061525.1/CP061525.1; plasmid pCFSAN093705:NZ_CP061526.1/CP061526.1",,2,3714,"2020-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/705/825/GCA_014705825.1_ASM1470582v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/825/GCF_014705825.1_ASM1470582v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","10042","SAMN07520233","PRJNA311558","GCA_003522785.1","Complete",4.15188,38.9565,"chromosome:NZ_CP023026.1/CP023026.1; plasmid pAba10042a:NZ_CP023027.1/CP023027.1; plasmid pAba10042b:NZ_CP023028.1/CP023028.1",,3,3843,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/522/785/GCA_003522785.1_ASM352278v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/522/785/GCF_003522785.1_ASM352278v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABCR01","SAMN12569102","PRJNA560129","GCA_009498335.1","Complete",4.03037,39,"chromosome:NZ_CP042931.1/CP042931.1",,1,3671,"2019-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/335/GCA_009498335.1_ASM949833v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/335/GCF_009498335.1_ASM949833v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0063","SAMN04014904","PRJNA292904","GCA_002947845.1","Complete",4.10175,38.9039,"chromosome:NZ_CP026711.1/CP026711.1; plasmid unitig_2_pilon:NZ_CP026712.1/CP026712.1",,2,3758,"2018-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/947/845/GCA_002947845.1_ASM294784v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/845/GCF_002947845.1_ASM294784v1"
"Acinetobacter baumannii MDR-ZJ06","Bacteria;Proteobacteria;Gammaproteobacteria","MDR-ZJ06","SAMN02603878","PRJNA28333","GCA_000226275.2","Complete",4.02227,39.1,"chromosome:NC_017171.2/CP001937.2",,1,3728,"2011-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/275/GCA_000226275.2_ASM22627v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/275/GCF_000226275.2_ASM22627v2"
"Acinetobacter baumannii NCGM 237","Bacteria;Proteobacteria;Gammaproteobacteria","NCGM 237","SAMD00061019","PRJDB1466","GCA_000828795.1","Complete",4.02192,39.1,"chromosome:NZ_AP013357.1/AP013357.1",,1,3722,"2013-09-26T23:25:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/795/GCA_000828795.1_ASM82879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/795/GCF_000828795.1_ASM82879v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","HRAB-85","SAMN06046790","PRJNA348168","GCA_001887305.1","Complete",4.09858,39.0054,"chromosome:NZ_CP018143.1/CP018143.1; plasmid unnamed:NZ_CP018144.1/CP018144.1",,2,3805,"2016-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/305/GCA_001887305.1_ASM188730v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/305/GCF_001887305.1_ASM188730v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CIAT758","SAMN11298775","PRJNA530138","GCA_004758865.1","Complete",4.17237,39.0209,"chromosome:NZ_CP038500.1/CP038500.1; plasmid unnamed1:NZ_CP038501.1/CP038501.1; plasmid unnamed2:NZ_CP038502.1/CP038502.1; plasmid unnamed3:NZ_CP038503.1/CP038503.1",,4,3767,"2019-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/758/865/GCA_004758865.1_ASM475886v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/758/865/GCF_004758865.1_ASM475886v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 17961","SAMN08687991","PRJNA437968","GCA_015910475.1","Complete",4.03245,39.0818,"chromosome:NZ_CP065432.1/CP065432.1; plasmid pAB17961-1:NZ_CP065433.1/CP065433.1; plasmid pAB17961-2:NZ_CP065434.1/CP065434.1",,3,3740,"2020-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/910/475/GCA_015910475.1_ASM1591047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/475/GCF_015910475.1_ASM1591047v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","DT-Ab003","SAMN14308849","PRJNA612123","GCA_012272795.1","Complete",4.09507,38.9944,"chromosome:NZ_CP050916.1/CP050916.1; plasmid unnamed1:NZ_CP050917.1/CP050917.1; plasmid unnamed2:NZ_CP050918.1/CP050918.1",,3,3795,"2020-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/272/795/GCA_012272795.1_ASM1227279v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/795/GCF_012272795.1_ASM1227279v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","PB364","SAMN11660471","PRJNA543307","GCA_005671375.1","Complete",4.13647,39.3825,"chromosome:NZ_CP040425.1/CP040425.1; plasmid pPB364_1:NZ_CP040426.1/CP040426.1; plasmid pPB364_2:NZ_CP040427.1/CP040427.1",,3,3859,"2019-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/671/375/GCA_005671375.1_ASM567137v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/375/GCF_005671375.1_ASM567137v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","NIPH17_0019","SAMD00169927","PRJDB8068","GCA_016865465.1","Complete",4.01179,38.9,"chromosome:NZ_AP024415.1/AP024415.1",,1,3604,"2021-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/865/465/GCA_016865465.1_ASM1686546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/865/465/GCF_016865465.1_ASM1686546v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XDR-BJ83","SAMN06109232","PRJNA356204","GCA_001902375.1","Complete",4.08062,38.912,"chromosome:NZ_CP018421.1/CP018421.1; plasmid pBJ83:NZ_CP018422.1/CP018422.1",,2,3726,"2016-12-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/375/GCA_001902375.1_ASM190237v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/375/GCF_001902375.1_ASM190237v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","7835","SAMN07520235","PRJNA311558","GCA_009497995.1","Complete",4.09575,38.9928,"chromosome:NZ_CP033243.1/CP033243.1; plasmid pAba7835a:NZ_CP033244.1/CP033244.1; plasmid pAba7835b:NZ_CP033245.1/CP033245.1",,3,3826,"2019-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/497/995/GCA_009497995.1_ASM949799v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/497/995/GCF_009497995.1_ASM949799v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KAB04","SAMN05601669","PRJNA339686","GCA_001806405.1","Complete",4.12812,38.9646,"chromosome:NZ_CP017648.1/CP017648.1; plasmid unnamed:NZ_CP017649.1/CP017649.1",,2,3820,"2016-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/405/GCA_001806405.1_ASM180640v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/405/GCF_001806405.1_ASM180640v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 17978","SAMN15507625","PRJNA645521","GCA_014672775.1","Complete",4.02311,38.982,"chromosome:NZ_CP059041.1/CP059041.1; plasmid unnamed:NZ_CP059042.1/CP059042.1",,2,3659,"2020-09-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/672/775/GCA_014672775.1_ASM1467277v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/672/775/GCF_014672775.1_ASM1467277v1"
"Acinetobacter baumannii ATCC 17978","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 17978","SAMN14779651","PRJNA629538","GCA_013372085.1","Complete",4.03005,38.98,"chromosome:NZ_CP053098.1/CP053098.1; plasmid unnamed1:NZ_CP053099.1/CP053099.1; plasmid unnamed2:NZ_CP053100.1/CP053100.1",,3,3706,"2020-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/085/GCA_013372085.1_ASM1337208v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/085/GCF_013372085.1_ASM1337208v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KAB02","SAMN05601667","PRJNA339683","GCA_001806365.1","Complete",4.0862,38.9927,"chromosome:NZ_CP017644.1/CP017644.1; plasmid unnamed:NZ_CP017645.1/CP017645.1",,2,3813,"2016-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/365/GCA_001806365.1_ASM180636v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/806/365/GCF_001806365.1_ASM180636v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 17978","SAMN04273153","PRJNA302452","GCA_001593425.2","Complete",4.00479,39,"chromosome:NZ_CP018664.1/CP018664.1",,1,3671,"2016-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/425/GCA_001593425.2_ASM159342v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/425/GCF_001593425.2_ASM159342v2"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB042","SAMN04273154","PRJNA305150","GCA_001941765.1","Complete",4.00472,39,"chromosome:NZ_CP019034.1/CP019034.1",,1,3672,"2017-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/765/GCA_001941765.1_ASM194176v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/765/GCF_001941765.1_ASM194176v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","G20AB009","SAMN17073616","PRJNA684975","GCA_016350105.1","Complete",4.07636,38.9992,"chromosome:NZ_CP066235.1/CP066235.1; plasmid pG20AB009-1:NZ_CP066236.1/CP066236.1",,2,3786,"2020-12-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/350/105/GCA_016350105.1_ASM1635010v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/350/105/GCF_016350105.1_ASM1635010v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","PM194188","SAMN14420255","PRJNA613825","GCA_012935105.1","Complete",4.19238,39.0211,"chromosome:NZ_CP050425.1/CP050425.1; plasmid pPM194122_1:NZ_CP050426.1/CP050426.1; plasmid pPM194122_2:NZ_CP050427.1/CP050427.1; plasmid pPM194122_3:NZ_CP050428.1/CP050428.1; plasmid pPM194122_4:NZ_CP050429.1/CP050429.1; plasmid pPM194122_5:NZ_CP050430.1/CP050430.1; plasmid pPM194122_6:NZ_CP050431.1/CP050431.1",,7,3908,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/105/GCA_012935105.1_ASM1293510v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/105/GCF_012935105.1_ASM1293510v1"
"Acinetobacter baumannii BJAB0715","Bacteria;Proteobacteria;Gammaproteobacteria","BJAB0715","SAMN02604245","PRJNA74423","GCA_000419405.1","Complete",4.05389,38.9193,"chromosome:NC_021733.1/CP003847.1; plasmid pBJAB0715:NC_021734.1/CP003848.1",,2,3733,"2013-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/419/405/GCA_000419405.1_ASM41940v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/405/GCF_000419405.1_ASM41940v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB2107","SAMN14414778","PRJNA613681","GCA_012935185.1","Complete",4.02054,38.9936,"chromosome:NZ_CP051474.1/CP051474.1; plasmid pVB2107_1:NZ_CP051475.1/CP051475.1; plasmid pVB2107_2:NZ_CP051476.1/CP051476.1; plasmid pVB2107_3:NZ_CP051477.1/CP051477.1",,4,3747,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/185/GCA_012935185.1_ASM1293518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/185/GCF_012935185.1_ASM1293518v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","IOMTU 433","SAMD00020223","PRJDB3154","GCA_000828935.1","Complete",4.19032,39.1181,"chromosome:NZ_AP014649.1/AP014649.1; plasmid pIOMTU433:NZ_AP014650.1/AP014650.1",,2,3858,"2014-10-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/935/GCA_000828935.1_ASM82893v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/935/GCF_000828935.1_ASM82893v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB2139","SAMN14414747","PRJNA613675","GCA_012935165.1","Complete",4.01792,38.9975,"chromosome:NZ_CP050526.1/CP050526.1; plasmid pVB2139_1:NZ_CP050527.1/CP050527.1; plasmid pVB2139_2:NZ_CP050528.1/CP050528.1; plasmid pVB2139_3:NZ_CP050529.1/CP050529.1",,4,3699,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/165/GCA_012935165.1_ASM1293516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/165/GCF_012935165.1_ASM1293516v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","VB2200","SAMN14415334","PRJNA613683","GCA_012935025.1","Complete",4.01512,38.9859,"chromosome:NZ_CP050421.1/CP050421.1; plasmid pVB2200_1:NZ_CP050422.1/CP050422.1; plasmid pVB2200_2:NZ_CP050423.1/CP050423.1",,3,3699,"2020-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/025/GCA_012935025.1_ASM1293502v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/025/GCF_012935025.1_ASM1293502v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ab4568","SAMN07943353","PRJNA416164","GCA_002762115.1","Complete",4.00045,39.1,"chromosome:NZ_CP024613.1/CP024613.1",,1,3704,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/115/GCA_002762115.1_ASM276211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/115/GCF_002762115.1_ASM276211v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","A388","SAMN07736509","PRJNA269083","GCA_002741415.1","Complete",4.03205,39.2869,"chromosome:NZ_CP024418.1/CP024418.1; plasmid pA388:NZ_CP024419.1/CP024419.1",,2,3730,"2017-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/415/GCA_002741415.1_ASM274141v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/415/GCF_002741415.1_ASM274141v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","DT-Ab057","SAMN14308892","PRJNA612123","GCA_012272715.1","Complete",4.11812,39.1574,"chromosome:NZ_CP050904.1/CP050904.1; plasmid unnamed1:NZ_CP050905.1/CP050905.1; plasmid unnamed2:NZ_CP050906.1/CP050906.1",,3,3827,"2020-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/272/715/GCA_012272715.1_ASM1227271v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/272/715/GCF_012272715.1_ASM1227271v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CUVET-MIC596","SAMN12057668","PRJNA548859","GCA_012974845.1","Complete",4.08042,38.9859,"chromosome:NZ_CP041148.1/CP041148.1; plasmid pCUVET596:NZ_CP041149.1/CP041149.1",,2,3810,"2020-05-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/845/GCA_012974845.1_ASM1297484v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/845/GCF_012974845.1_ASM1297484v1"
